step,grad_norm,cosine_similarity,loss
131,0.0,0.9999223339060942,0.0
132,0.0,0.9999179492394129,0.0
133,0.0,0.9999109941224257,0.0
134,0.0,0.9999140749375025,0.0
135,0.0,0.9999222047626972,0.0
136,0.0,0.9999143009384474,0.0
137,0.0,0.9999287823836008,0.0
138,0.0,0.9999288618564606,0.0
139,0.0,0.9999283390740553,0.0
140,0.0,0.9999354307850202,0.0
141,0.0,0.99993367989858,0.0
142,0.0,0.9999325598279635,0.0
143,0.0,0.9999345627923807,0.0
144,0.0,0.9999374238153299,0.0
145,0.0,0.9999363906681538,0.0
146,0.0,0.9999328504006068,0.0
147,0.0,0.9999336202939352,0.0
148,0.0,0.9999353587627411,0.0
149,0.0,0.9999339419106642,0.0
150,0.0,0.9999338462948799,0.0
151,0.0,0.9999305382370949,0.0
152,0.0,0.999932291607062,0.0
153,0.0,0.9999360740184784,0.0
154,0.0,0.9999357673029104,0.0
155,0.0,0.9999391324818134,0.0
156,0.0,0.9999415762722492,0.0
157,0.0,0.9999415688216686,0.0
158,0.0,0.9999427000681559,0.0
159,0.0,0.9999394714832306,0.0
160,0.0,0.9999431073665619,0.0
161,0.0,0.9999425212542216,0.0
162,0.0,0.9999438710510731,0.0
163,0.0,0.9999453263978163,0.0
164,0.0,0.9999422865609328,0.0
165,0.0,0.9999406884113947,0.0
166,0.0,0.9999467122058073,0.0
167,0.0,0.9999442175030708,0.0
168,0.0,0.9999472759664059,0.0
169,0.0,0.9999470934271812,0.0
170,0.0,0.999947551637888,0.0
171,0.0,0.9999478235840797,0.0
172,0.0,0.9999486841261387,0.0
173,0.0,0.9999476422866186,0.0
174,0.0,0.9999502003192902,0.0
175,0.0,0.9999493646124998,0.0
176,0.0,0.9999502412974834,0.0
177,0.0,0.9999514222145081,0.0
178,0.0,0.9999510670701662,0.0
179,0.0,0.999949841449658,0.0
180,0.0,0.9999511738618215,0.0
181,0.0,0.9999540857970715,0.0
182,0.0,0.9999522740642229,0.0
183,0.0,0.9999535592893759,0.0
184,0.0,0.9999555163085461,0.0
185,0.0,0.9999556181331476,0.0
186,0.0,0.9999566587309042,0.0
187,0.0,0.9999546594917774,0.0
188,0.0,0.9999541752040386,0.0
189,0.0,0.9999528229236603,0.0
190,0.0,0.9999569095671177,0.0
191,0.0,0.9999591559171677,0.0
192,0.0,0.9999586865305901,0.0
193,0.0,0.9999577974279722,0.0
194,0.0,0.9999590888619423,0.0
195,0.0,0.9999577105045319,0.0
196,0.0,0.9999583400785923,0.0
197,0.0,0.9999608161548773,0.0
198,0.0,0.9999577763179938,0.0
199,0.0,0.9999590665102005,0.0
200,0.0,0.9999583785732588,0.0
201,0.0,0.9999577042957147,0.0
202,0.0,0.9999501407146454,0.0
203,0.0,0.9999599941074848,0.0
204,0.0,0.999958502749602,0.0
205,0.0,0.999961561212937,0.0
206,0.0,0.9999607354402542,0.0
207,0.0,0.9999619623025259,0.0
208,0.0,0.9999588976303736,0.0
209,0.0,0.9999612035850683,0.0
210,0.0,0.9999591944118341,0.0
211,0.0,0.999964315444231,0.0
212,0.0,0.9999660961329937,0.0
213,0.0,0.9999653957784176,0.0
214,0.0,0.9999628352622191,0.0
215,0.0,0.9999611862003803,0.0
216,0.0,0.9999627520640691,0.0
217,0.0,0.9999642794330915,0.0
218,0.0,0.9999656664828459,0.0
219,0.0,0.9999665170907974,0.0
220,0.0,0.9999669305980206,0.0
221,0.0,0.9999637603759766,0.0
222,0.0,0.9999651523927847,0.0
223,0.0,0.9999670907855034,0.0
224,0.0,0.9999677029748758,0.0
225,0.0,0.9999662389357885,0.0
226,0.0,0.9999681587020556,0.0
227,0.0,0.9999687771002451,0.0
228,0.0,0.9999690987169743,0.0
229,0.0,0.999967792381843,0.0
230,0.0,0.99996725594004,0.0
231,0.0,0.9999674794574579,0.0
232,0.0,0.9999682841201624,0.0
233,0.0,0.9999689310789108,0.0
234,0.0,0.9999693060914675,0.0
235,0.0,0.9999649872382482,0.0
236,0.0,0.9999710905055205,0.0
237,0.0,0.9999711699783802,0.0
238,0.0,0.9999732735256354,0.0
239,0.0,0.9999726054569086,0.0
240,0.0,0.9999714655180773,0.0
241,0.0,0.9999725495775541,0.0
242,0.0,0.9999743464092413,0.0
243,0.0,0.9999742644528548,0.0
244,0.0,0.9999736448129019,0.0
245,0.0,0.9999733194708824,0.0
246,0.0,0.9999740545948347,0.0
247,0.0,0.9999746990700563,0.0
248,0.0,0.9999752702812353,0.0
249,0.0,0.999974463135004,0.0
250,0.0,0.9999736373623213,0.0
251,0.0,0.9999748716751734,0.0
252,0.0,0.9999736460546652,0.0
253,0.0,0.9999720603227615,0.0
254,0.0,0.9999722614884377,0.0
255,0.0,0.9999716219802698,0.0
256,0.0,0.9999746916194757,0.0
257,0.0,0.9999729171395302,0.0
258,0.0,0.9999731928110123,0.0
259,0.0,0.9999726687868437,0.0
260,0.0,0.9999735318124294,0.0
261,0.0,0.9999739862978458,0.0
262,0.0,0.9999757533272108,0.0
263,0.0,0.9999776581923167,0.0
264,0.0,0.9999778407315413,0.0
265,0.0,0.9999777314563593,0.0
266,0.0,0.9999778668085734,0.0
267,0.0,0.9999813983837763,0.0
268,0.0,0.9999808395902315,0.0
269,0.0,0.9999798523883024,0.0
270,0.0,0.9999801702797413,0.0
271,0.0,0.9999798722565174,0.0
272,0.0,0.9999796772996584,0.0
273,0.0,0.9999816169341406,0.0
274,0.0,0.9999813263614973,0.0
275,0.0,0.9999808110296726,0.0
276,0.0,0.9999800908068815,0.0
277,0.0,0.9999798014760017,0.0
278,0.0,0.9999787000318369,0.0
279,0.0,0.9999780021607876,0.0
280,0.0,0.9999792588253816,0.0
281,0.0,0.9999806893368562,0.0
282,0.0,0.9999823744098345,0.0
283,0.0,0.9999831020832062,0.0
284,0.0,0.9999833653370539,0.0
285,0.0,0.9999822191894054,0.0
286,0.0,0.9999806520839533,0.0
287,0.0,0.9999785274267197,0.0
288,0.0,0.999980648358663,0.0
289,0.0,0.9999818702538809,0.0
290,0.0,0.9999825594325861,0.0
291,0.0,0.999983686953783,0.0
292,0.0,0.9999839998781681,0.0
293,0.0,0.999983761459589,0.0
294,0.0,0.9999836683273315,0.0
295,0.0,0.9999835429092249,0.0
296,0.0,0.9999837006131808,0.0
297,0.0,0.9999840507904688,0.0
298,0.0,0.9999842010438442,0.0
299,0.0,0.9999850106736025,0.0
300,0.0,0.9999857507646084,0.0
301,0.0,0.9999854154884815,0.0
302,0.0,0.9999853149056435,0.0
303,0.0,0.9999853819608688,0.0
304,0.0,0.9999849038819472,0.0
305,0.0,0.9999843239784241,0.0
306,0.0,0.9999830884238085,0.0
307,0.0,0.9999858078857263,0.0
308,0.0,0.9999850516517957,0.0
309,0.0,0.99998631204168,0.0
310,0.0,0.9999848927060763,0.0
311,0.0,0.9999858525892099,0.0
312,0.0,0.9999861816565195,0.0
313,0.0,0.9999875935415427,0.0
314,0.0,0.9999877872566382,0.0
315,0.0,0.9999872297048569,0.0
316,0.0,0.9999878207842509,0.0
317,0.0,0.9999872868259748,0.0
318,0.0,0.9999879871805509,0.0
319,0.0,0.9999877735972404,0.0
320,0.0,0.9999873687823614,0.0
321,0.0,0.9999861493706703,0.0
322,0.0,0.9999885459740957,0.0
323,0.0,0.9999881684780121,0.0
324,0.0,0.9999886080622673,0.0
325,0.0,0.9999888613820076,0.0
326,0.0,0.9999888551731905,0.0
327,0.0,0.9999891084929308,0.0
328,0.0,0.9999889470636845,0.0
329,0.0,0.999989120910565,0.0
330,0.0,0.9999890613059202,0.0
331,0.0,0.9999887657662233,0.0
332,0.0,0.9999886726339658,0.0
333,0.0,0.9999888688325882,0.0
334,0.0,0.9999895157913367,0.0
335,0.0,0.9999891730646292,0.0
336,0.0,0.9999896064400673,0.0
337,0.0,0.9999892860651016,0.0
338,0.0,0.9999903415640196,0.0
339,0.0,0.9999899764855703,0.0
340,0.0,0.9999899193644524,0.0
341,0.0,0.9999905154109001,0.0
342,0.0,0.9999904620150725,0.0
343,0.0,0.9999908705552419,0.0
344,0.0,0.9999911487102509,0.0
345,0.0,0.9999911574025949,0.0
346,0.0,0.9999914305905501,0.0
347,0.0,0.9999907625218233,0.0
348,0.0,0.9999909463028113,0.0
349,0.0,0.9999903875092665,0.0
350,0.0,0.9999909065663815,0.0
351,0.0,0.9999915982286135,0.0
352,0.0,0.9999916118880113,0.0
353,0.0,0.999991728613774,0.0
354,0.0,0.9999918304383755,0.0
355,0.0,0.9999919260541598,0.0
356,0.0,0.999991717437903,0.0
357,0.0,0.9999921023845673,0.0
358,0.0,0.9999919856588045,0.0
359,0.0,0.9999920899669329,0.0
360,0.0,0.9999921023845673,0.0
361,0.0,0.999992448836565,0.0
362,0.0,0.9999921557803949,0.0
363,0.0,0.9999914218982061,0.0
364,0.0,0.9999912654360136,0.0
365,0.0,0.9999913449088732,0.0
366,0.0,0.9999920551975569,0.0
367,0.0,0.9999925556282202,0.0
368,0.0,0.999993650863568,0.0
369,0.0,0.999993254741033,0.0
370,0.0,0.9999933578073978,0.0
371,0.0,0.9999940656125546,0.0
372,0.0,0.9999943152070045,0.0
373,0.0,0.9999944070974985,0.0
374,0.0,0.9999942767123381,0.0
375,0.0,0.9999941115578016,0.0
376,0.0,0.9999937328199545,0.0
377,0.0,0.9999933255215486,0.0
378,0.0,0.9999935862918695,0.0
379,0.0,0.9999930982788404,0.0
380,0.0,0.9999925270676613,0.0
381,0.0,0.9999932770927747,0.0
382,0.0,0.9999934410055479,0.0
383,0.0,0.9999948752423128,0.0
384,0.0,0.9999955346186956,0.0
385,0.0,0.9999957097073396,0.0
386,0.0,0.9999955035746098,0.0
387,0.0,0.9999957233667374,0.0
388,0.0,0.999995498607556,0.0
389,0.0,0.9999953558047613,0.0
390,0.0,0.9999954911569754,0.0
391,0.0,0.9999958500266075,0.0
392,0.0,0.9999956116080284,0.0
393,0.0,0.9999958251913389,0.0
394,0.0,0.9999955371022224,0.0
395,0.0,0.999995748202006,0.0
396,0.0,0.9999953160683314,0.0
397,0.0,0.9999949013193449,0.0
398,0.0,0.999994620680809,0.0
399,0.0,0.9999940084914366,0.0
400,0.0,0.9999962200721105,0.0
401,0.0,0.9999956811467806,0.0
402,0.0,0.9999965938429037,0.0
403,0.0,0.9999961828192075,0.0
404,0.0,0.9999952279031277,0.0
405,0.0,0.999996192753315,0.0
406,0.0,0.9999963728090128,0.0
407,0.0,0.9999966894586881,0.0
408,0.0,0.9999965466558933,0.0
409,0.0,0.9999967130521933,0.0
410,0.0,0.9999967900415262,0.0
411,0.0,0.9999970719218254,0.0
412,0.0,0.9999971613287926,0.0
413,0.0,0.9999971116582552,0.0
414,0.0,0.9999970917900404,0.0
415,0.0,0.999997042119503,0.0
416,0.0,0.9999970470865568,0.0
417,0.0,0.9999969167013963,0.0
418,0.0,0.9999966137111187,0.0
419,0.0,0.9999972395598888,0.0
420,0.0,0.999997486670812,0.0
421,0.0,0.999997561176618,0.0
422,0.0,0.9999975338578224,0.0
423,0.0,0.9999976369241873,0.0
424,0.0,0.999997790902853,0.0
425,0.0,0.999997865408659,0.0
426,0.0,0.9999980044861635,0.0
427,0.0,0.9999980218708515,0.0
428,0.0,0.9999979933102926,0.0
429,0.0,0.9999980293214321,0.0
430,0.0,0.9999979101121426,0.0
431,0.0,0.9999980243543783,0.0
432,0.0,0.9999979883432388,0.0
433,0.0,0.9999980467061201,0.0
434,0.0,0.9999983161687851,0.0
435,0.0,0.9999983149270216,0.0
436,0.0,0.9999983906745911,0.0
437,0.0,0.9999984738727411,0.0
438,0.0,0.9999985670049986,0.0
439,0.0,0.9999985545873642,0.0
440,0.0,0.9999985359609127,0.0
441,0.0,0.9999985806643963,0.0
442,0.0,0.9999986725548903,0.0
443,0.0,0.9999987085660299,0.0
444,0.0,0.9999987495442232,0.0
445,0.0,0.9999988178412119,0.0
446,0.0,0.9999988029400507,0.0
447,0.0,0.9999987545112768,0.0
448,0.0,0.9999988228082657,0.0
449,0.0,0.9999988911052545,0.0
450,0.0,0.9999988687535127,0.0
451,0.0,0.9999989295999209,0.0
452,0.0,0.9999989109734694,0.0
453,0.0,0.9999990488092104,0.0
454,0.0,0.9999990686774254,0.0
455,0.0,0.9999990897874037,0.0
456,0.0,0.9999991854031881,0.0
457,0.0,0.9999991866449515,0.0
458,0.0,0.9999992748101553,0.0
459,0.0,0.9999992748101553,0.0
460,0.0,0.9999993219971657,0.0
461,0.0,0.9999993207554022,0.0
462,0.0,0.9999993753929933,0.0
463,0.0,0.9999994039535522,0.0
464,0.0,0.9999993704259396,0.0
465,0.0,0.9999993940194448,0.0
466,0.0,0.9999994250635306,0.0
467,0.0,0.9999994598329067,0.0
468,0.0,0.9999995231628418,0.0
469,0.0,0.9999995119869709,0.0
470,0.0,0.9999995343387127,0.0
471,0.0,0.9999995790421963,0.0
472,0.0,0.9999995989104112,0.0
473,0.0,0.9999996324380239,0.0
474,0.0,0.9999996423721313,0.0
475,0.0,0.9999996460974216,0.0
476,0.0,0.9999996547897657,0.0
477,0.0,0.9999996845920881,0.0
478,0.0,0.9999997168779373,0.0
479,0.0,0.9999997491637865,0.0
480,0.0,0.9999997404714426,0.0
481,0.0,0.9999997243285179,0.0
482,0.0,0.9999997802078724,0.0
483,0.0,0.9999998261531194,0.0
484,0.0,0.9999998447795709,0.0
485,0.0,0.9999998534719149,0.0
486,0.0,0.9999998571972052,0.0
487,0.0,0.999999862164259,0.0
488,0.0,0.9999998758236567,0.0
489,0.0,0.9999998956918716,0.0
490,0.0,0.99999991680185,0.0
491,0.0,0.999999925494194,0.0
492,0.0,0.9999999279777209,0.0
493,0.0,0.9999999441206455,0.0
494,0.0,0.9999999391535918,0.0
495,0.0,0.9999999602635702,0.0
496,0.0,0.999999954054753,0.0
497,0.0,0.9999999701976776,0.0
498,0.0,0.999999980131785,0.0
499,0.0,0.999999982615312,0.0
500,0.0,0.9999999838570753,0.0
